t,P,Q
121.9,-0.000842718,0.000221596
122,-0.001021124,0.000302024
122.1,-0.000816988,0.000233049
122.2,-0.000918747,0.000254746
122.3,-0.000927548,0.000273299
122.4,-0.000967433,0.00029261
122.5,-0.001038192,0.000333466
122.6,-0.000888838,0.000273762
122.7,-0.001032877,0.000347
122.8,-0.000792273,0.00022597
122.9,-0.001083474,0.000333774
123,-0.000861293,0.000238605
123.1,-0.001157871,0.000355036
123.2,-0.000853873,0.000236439
123.3,-0.001105843,0.00034166
123.4,-0.000797176,0.000225857
123.5,-0.001059546,0.000295835
123.6,-0.000888672,0.000239339
123.7,-0.001074346,0.000301843
123.8,-0.00096272,0.000266786
123.9,-0.000984013,0.000289995
124,-0.000961849,0.000300719
124.1,-0.000935784,0.000260783
124.2,-0.001094478,0.000334506
124.3,-0.000920712,0.000258238
124.4,-0.001132715,0.000349841
124.5,-0.000875756,0.00024387
124.6,-0.001144464,0.000363215
124.7,-0.000864019,0.000234119
124.8,-0.001166571,0.000335658
124.9,-0.000878999,0.000222048
125,-0.001144834,0.000320075
125.1,-0.0009003,0.000240391
125.2,-0.001096585,0.000311206
125.3,-0.000941941,0.000260307
125.4,-0.001032226,0.000274021
125.5,-0.000993093,0.000279828
125.6,-0.000959555,0.000263034
125.7,-0.001042497,0.000313056
125.8,-0.000880096,0.000242239
125.9,-0.001090495,0.000337785
126,-0.000811221,0.000212444
126.1,-0.001107783,0.000329895
126.2,-0.000819866,0.000218087
126.3,-0.001107242,0.000334476
126.4,-0.00082802,0.000226192
126.5,-0.001097865,0.00034269
126.6,-0.000840083,0.000251318
126.7,-0.001088737,0.000318847
126.8,-0.000904844,0.000273131
126.9,-0.001058834,0.000312522
127,-0.000996655,0.000299472
127.1,-0.000963147,0.000283818
127.2,-0.001031093,0.000325302
127.3,-0.000934851,0.000253795
127.4,-0.001045568,0.000305008
127.5,-0.000890775,0.000229948
127.6,-0.001163286,0.000333712
127.7,-0.00086922,0.000225924
127.8,-0.001136273,0.000350081
127.9,-0.000839971,0.000223097
128,-0.001150011,0.000332085
128.1,-0.000888017,0.000239647
128.2,-0.001116168,0.00033499
128.3,-0.000910915,0.000266361
128.4,-0.001069164,0.000326775
128.5,-0.00096524,0.000290954
128.6,-0.000951658,0.000259333
128.7,-0.001028666,0.000300019
128.8,-0.000948259,0.000257
128.9,-0.001113054,0.000334819
129,-0.000904836,0.000245966
129.1,-0.001124548,0.000349803
129.2,-0.000877485,0.000223888
129.3,-0.001159096,0.000333948
129.4,-0.000856006,0.000222807
129.5,-0.001163813,0.00034087
129.6,-0.000870798,0.000239135
129.7,-0.001114474,0.000335906
129.8,-0.00086987,0.000252754
129.9,-0.00104001,0.00029682
130,-0.000925505,0.000261298
130.1,-0.000989958,0.00027435
130.2,-0.000968626,0.000275625
130.3,-0.000920004,0.000249951
130.4,-0.001023814,0.000303785
130.5,-0.000823442,0.000209667
130.6,-0.001088043,0.000313314
130.7,-0.000827944,0.000214724
130.8,-0.001138118,0.00033767
130.9,-0.000816491,0.000227535
131,-0.001105853,0.000346199
131.1,-0.000834305,0.000230064
131.2,-0.001107116,0.000335969
131.3,-0.000890032,0.000260802
131.4,-0.001089834,0.000333275
131.5,-0.000934311,0.000283961
131.6,-0.001018373,0.00032198
131.7,-0.000982148,0.000316587
131.8,-0.000975904,0.000278611
131.9,-0.001054358,0.000321039
132,-0.000907807,0.000264431
132.1,-0.001119611,0.000355564
132.2,-0.000865301,0.000244326
132.3,-0.001142818,0.000360054
132.4,-0.000841021,0.000226197
132.5,-0.001151056,0.000343132
132.6,-0.000848743,0.000220552
132.7,-0.001162693,0.000340929
132.8,-0.000869344,0.000235933
132.9,-0.001100798,0.000325425
133,-0.000922192,0.000253327
133.1,-0.001055156,0.000285149
133.2,-0.000989763,0.000280136
133.3,-0.001006766,0.000278371
133.4,-0.001041042,0.000294717
133.5,-0.000930738,0.000251098
133.6,-0.001089357,0.000330933
133.7,-0.000886191,0.00022936
133.8,-0.001153402,0.000328378
133.9,-0.00086977,0.000220754
134,-0.001151121,0.000335704
134.1,-0.000861444,0.000219633
134.2,-0.00114642,0.000346723
134.3,-0.000864214,0.000232852
134.4,-0.00112611,0.000318795
134.5,-0.00091168,0.000246264
134.6,-0.001088344,0.000306082
134.7,-0.000955336,0.000271597
134.8,-0.001023876,0.000288463
134.9,-0.00101153,0.000298204
135,-0.00095512,0.000245431
135.1,-0.001089385,0.000310372
135.2,-0.000909588,0.000239424
135.3,-0.001125856,0.000333889
135.4,-0.000876444,0.000228836
135.5,-0.001150343,0.00035306
135.6,-0.000837146,0.000217233
135.7,-0.001155043,0.000326132
135.8,-0.000859551,0.000220316
135.9,-0.001142256,0.000338467
136,-0.000908496,0.000248255
136.1,-0.001094669,0.000318308
136.2,-0.000936428,0.000275
136.3,-0.001041314,0.000279493
136.4,-0.001009601,0.000281146
136.5,-0.000977768,0.000271565
136.6,-0.001054311,0.000306811
136.7,-0.000922122,0.000248753
136.8,-0.001118472,0.000334258
136.9,-0.000875803,0.000225314
137,-0.001148925,0.000329742
137.1,-0.000861449,0.000219384
137.2,-0.001165749,0.000340282
137.3,-0.000867097,0.000228232
137.4,-0.001131148,0.000332793
137.5,-0.000865141,0.000238269
137.6,-0.00112245,0.000320418
137.7,-0.000940872,0.000248232
137.8,-0.001079166,0.000300606
137.9,-0.000974216,0.000273767
138,-0.000994136,0.000273175
138.1,-0.001024408,0.00030323
138.2,-0.000953168,0.000255371
138.3,-0.001098385,0.000310113
138.4,-0.000911819,0.000235839
138.5,-0.00114257,0.000346475
138.6,-0.000866613,0.000223727
138.7,-0.001139049,0.00034995
138.8,-0.000843765,0.00021511
138.9,-0.001149412,0.000327134
139,-0.000870751,0.000220219
139.1,-0.001147449,0.000335497
139.2,-0.00089691,0.000254011
139.3,-0.001081241,0.000314475
139.4,-0.00095771,0.000278733
139.5,-0.001016407,0.000276912
139.6,-0.001014189,0.000291566
139.7,-0.000963858,0.000265292
139.8,-0.001090956,0.000333371
139.9,-0.000905025,0.00024488
140,-0.001091212,0.000335956
140.1,-0.000861689,0.000232413
140.2,-0.001157068,0.000337828
140.3,-0.00084853,0.000226117
140.4,-0.00115049,0.000337704
140.5,-0.000869672,0.000236313
140.6,-0.001119654,0.000349404
140.7,-0.000877055,0.000253567
140.8,-0.00110657,0.000319874
140.9,-0.000931905,0.000264524
141,-0.001042159,0.000301147
141.1,-0.001011132,0.000293425
141.2,-0.000970682,0.000280698
141.3,-0.001045865,0.000320949
141.4,-0.00093603,0.000255216
141.5,-0.001114364,0.000337223
141.6,-0.000884883,0.000240715
141.7,-0.00115456,0.000355766
141.8,-0.000869085,0.000242638
141.9,-0.00113795,0.000362203
142,-0.000859325,0.000243987
142.1,-0.001149483,0.000353675
142.2,-0.00088174,0.000250265
142.3,-0.001118129,0.000341866
142.4,-0.000905199,0.000269253
142.5,-0.001079403,0.000332202
142.6,-0.000967102,0.000306632
142.7,-0.001016713,0.000291472
142.8,-0.001032818,0.000318333
142.9,-0.000940972,0.000271071
143,-0.001079644,0.000340966
143.1,-0.000900594,0.000262694
143.2,-0.001118677,0.000359619
143.3,-0.00084295,0.00024166
143.4,-0.00115526,0.000352789
143.5,-0.000845384,0.00025132
143.6,-0.001146707,0.000356752
143.7,-0.000867035,0.000249927
143.8,-0.00111173,0.000363668
143.9,-0.00087429,0.000267985
144,-0.001065077,0.000329269
144.1,-0.000945483,0.000290008
144.2,-0.001027148,0.000308114
144.3,-0.000986061,0.00030765
144.4,-0.000961409,0.000282948
144.5,-0.001021906,0.000331606
144.6,-0.000892354,0.000252902
144.7,-0.001089658,0.000329098
144.8,-0.000859786,0.000241943
144.9,-0.001117365,0.000337645
145,-0.00081097,0.000223842
145.1,-0.001116371,0.000347427
145.2,-0.000806801,0.000230891
145.3,-0.001106865,0.000316092
145.4,-0.000858364,0.000238317
145.5,-0.001078857,0.000310462
145.6,-0.000900984,0.000258058
145.7,-0.001023325,0.000297805
145.8,-0.000932207,0.000262187
145.9,-0.00095043,0.000254361
146,-0.000999243,0.000283594
146.1,-0.000923448,0.000244798
146.2,-0.001046334,0.00030868
146.3,-0.000863484,0.000225072
146.4,-0.001083024,0.000338511
146.5,-0.000826199,0.000212753
146.6,-0.001100777,0.000325068
146.7,-0.000819513,0.000216041
146.8,-0.001131277,0.00033837
146.9,-0.00084015,0.000232284
147,-0.001103469,0.000331432
147.1,-0.000869386,0.000247256
147.2,-0.001055611,0.000297065
147.3,-0.000947862,0.000267279
147.4,-0.00099836,0.000275104
147.5,-0.001028499,0.000297041
147.6,-0.000945897,0.000261901
147.7,-0.001041598,0.000319723
147.8,-0.000895228,0.000239138
147.9,-0.001117802,0.000317932
148,-0.000880286,0.000236075
148.1,-0.001144984,0.000328426
148.2,-0.000851569,0.000234908
148.3,-0.001145564,0.000351026
148.4,-0.000846284,0.000236516
148.5,-0.001120603,0.000318315
148.6,-0.000887694,0.000242137
148.7,-0.001125709,0.000318716
148.8,-0.000951791,0.000268375
148.9,-0.001058185,0.000304705
149,-0.000994166,0.000291711
149.1,-0.000997815,0.000256238
149.2,-0.001058628,0.00030524
149.3,-0.000945931,0.000251088
149.4,-0.001119123,0.000328576
149.5,-0.000925556,0.000250354
149.6,-0.001152068,0.000347414
149.7,-0.000853253,0.000226997
149.8,-0.001176567,0.000350265
149.9,-0.000870364,0.000227647
150,-0.001176287,0.000359414
150.1,-0.000867897,0.00023437
150.2,-0.001136041,0.000343169
150.3,-0.000913481,0.000258554
150.4,-0.001084448,0.000304563
150.5,-0.000974887,0.000287043
150.6,-0.001025281,0.000291779
150.7,-0.001045508,0.000313157
150.8,-0.000973994,0.000281014
150.9,-0.001083113,0.000340055
151,-0.000902529,0.000249316
151.1,-0.001143194,0.000343285
151.2,-0.000892163,0.000252079
151.3,-0.001164164,0.000352988
151.4,-0.000864455,0.000252042
151.5,-0.001156544,0.000369366
151.6,-0.000864585,0.000250765
151.7,-0.001121718,0.000340898
151.8,-0.000907386,0.000257656
151.9,-0.001113912,0.000335335
152,-0.000962024,0.00027929
152.1,-0.001054134,0.000322681
152.2,-0.000999266,0.000310028
152.3,-0.000971972,0.000274885
152.4,-0.001074838,0.000317677
152.5,-0.000946624,0.000267281
152.6,-0.001128933,0.000340049
152.7,-0.000900788,0.000250777
152.8,-0.001147173,0.000358902
152.9,-0.000860308,0.000221269
153,-0.001163556,0.000339702
153.1,-0.000860084,0.000224015
153.2,-0.001150466,0.000339293
153.3,-0.000903366,0.000245019
153.4,-0.001096374,0.000320474
153.5,-0.000932662,0.00026018
153.6,-0.001064268,0.000288658
153.7,-0.000991061,0.000268805
153.8,-0.000995561,0.000273925
153.9,-0.001048716,0.00030362
154,-0.000952415,0.000255429
154.1,-0.001088332,0.000334962
154.2,-0.000882949,0.000227144
154.3,-0.001144418,0.000335353
154.4,-0.000872209,0.000222102
154.5,-0.001167699,0.000349609
154.6,-0.00086969,0.000231247
154.7,-0.001147449,0.000356762
154.8,-0.000862192,0.000246416
154.9,-0.001115468,0.000326686
155,-0.000911548,0.00026476
155.1,-0.001097131,0.000326417
155.2,-0.000979447,0.000284621
155.3,-0.001017418,0.000309065
155.4,-0.001008424,0.000314052
155.5,-0.000956104,0.000275627
155.6,-0.001073937,0.0003221
155.7,-0.000916075,0.000267959
155.8,-0.00111364,0.000344317
155.9,-0.000865072,0.000249465
156,-0.001138024,0.000376882
156.1,-0.000838226,0.000232295
156.2,-0.001134837,0.000361213
156.3,-0.00084369,0.000247626
156.4,-0.001141148,0.000366777
156.5,-0.000887081,0.000269126
156.6,-0.001075649,0.000332895
156.7,-0.000905143,0.000284047
156.8,-0.001030824,0.000302149
156.9,-0.000989696,0.000302554
157,-0.000966054,0.000291404
157.1,-0.001044209,0.000325296
157.2,-0.000905219,0.000268366
157.3,-0.001082051,0.000345283
157.4,-0.000864139,0.000241981
157.5,-0.001116312,0.000347874
157.6,-0.000843494,0.000236393
157.7,-0.001150092,0.000351082
157.8,-0.000834755,0.000235283
157.9,-0.001123708,0.000355435
158,-0.000840871,0.000247319
158.1,-0.001093509,0.000324501
158.2,-0.000901562,0.000270204
158.3,-0.001040223,0.00031517
158.4,-0.000966115,0.000285047
158.5,-0.000996876,0.000312385
158.6,-0.001006177,0.000329254
158.7,-0.000943413,0.000275136
158.8,-0.001061507,0.000326132
158.9,-0.000897214,0.000256255
159,-0.00114408,0.000372482
159.1,-0.000861564,0.000248235
159.2,-0.001147566,0.000374268
159.3,-0.000831823,0.000246695
159.4,-0.00114138,0.000347465
159.5,-0.000870019,0.000246365
159.6,-0.001120391,0.000342753
159.7,-0.000912724,0.000279572
159.8,-0.001076662,0.000331703
159.9,-0.00095234,0.000288802
160,-0.001026159,0.000294843
160.1,-0.001019847,0.000300839
160.2,-0.000964273,0.000276529
160.3,-0.001087172,0.000332857
160.4,-0.000910223,0.00026167
160.5,-0.001117123,0.000352144
160.6,-0.000862088,0.000224445
160.7,-0.001152877,0.000344479
160.8,-0.000842658,0.00022996
160.9,-0.001145049,0.00034651
161,-0.000888447,0.00022841
161.1,-0.001120297,0.000339471
161.2,-0.000858988,0.000239425
161.3,-0.001108,0.000303685
161.4,-0.000937314,0.000255121
161.5,-0.001065673,0.00029431
161.6,-0.001016861,0.000288993
161.7,-0.00098855,0.000280053
161.8,-0.00104355,0.000308017
161.9,-0.000935102,0.000245352
162,-0.001103262,0.000313125
162.1,-0.000893501,0.000234545
162.2,-0.001150203,0.000330347
162.3,-0.000868369,0.000220948
162.4,-0.001142646,0.000349113
162.5,-0.000851279,0.000229689
162.6,-0.001159286,0.000345021
162.7,-0.000892446,0.000247013
162.8,-0.001109439,0.000333908
162.9,-0.000936076,0.000270225
163,-0.001075112,0.00033133
163.1,-0.000971528,0.000301255
163.2,-0.00100331,0.000286921
163.3,-0.001044632,0.000318449
163.4,-0.000951646,0.000283826
163.5,-0.001117347,0.000351311
163.6,-0.000892022,0.00025583
163.7,-0.001136489,0.000358493
163.8,-0.000871506,0.000241269
163.9,-0.001184812,0.000362039
164,-0.000873025,0.000239939
164.1,-0.001180283,0.000361927
164.2,-0.000907684,0.000256103
164.3,-0.001127903,0.000334375
164.4,-0.000909289,0.000248713
164.5,-0.001089376,0.000297485
164.6,-0.000977592,0.00027443
164.7,-0.001036563,0.000293408
164.8,-0.00105258,0.000307841
164.9,-0.000959004,0.000264591
165,-0.001079423,0.000321512
165.1,-0.000899773,0.00023788
165.2,-0.001124739,0.000331465
165.3,-0.000870891,0.000233082
165.4,-0.001168799,0.000337481
165.5,-0.000845927,0.000220225
165.6,-0.001135223,0.000359003
165.7,-0.000847675,0.000232761
165.8,-0.001125494,0.000321511
165.9,-0.000884062,0.000236978
166,-0.00107839,0.000312687
166.1,-0.000926943,0.000260056
166.2,-0.001004948,0.00028769
166.3,-0.000984859,0.000298989
166.4,-0.000923699,0.000252537
166.5,-0.001039043,0.000299273
166.6,-0.000885813,0.000233268
166.7,-0.001080424,0.000324281
166.8,-0.000831778,0.000219895
166.9,-0.001097029,0.000341737
167,-0.000820534,0.000199754
167.1,-0.001103777,0.000315983
167.2,-0.000816973,0.000213437
167.3,-0.001099296,0.000330218
167.4,-0.00085127,0.000230716
167.5,-0.001053305,0.000310228
167.6,-0.000893522,0.00026019
167.7,-0.001003222,0.000286158
167.8,-0.000946795,0.000261513
167.9,-0.000958109,0.000262672
168,-0.001012241,0.000293558
168.1,-0.000893009,0.000246691
168.2,-0.001053272,0.000331611
168.3,-0.000852846,0.000217957
168.4,-0.001119953,0.000335222
168.5,-0.000827019,0.000229466
168.6,-0.001134065,0.000346141
168.7,-0.000829762,0.000222769
168.8,-0.001124376,0.000356564
168.9,-0.00085037,0.000255257
169,-0.001099032,0.000327465
169.1,-0.000897974,0.000257179
169.2,-0.00106866,0.000305954
169.3,-0.000964456,0.000295165
169.4,-0.000983418,0.000300131
169.5,-0.001004003,0.000325033
169.6,-0.000935651,0.000267104
169.7,-0.001074797,0.000326982
169.8,-0.000874887,0.000247268
169.9,-0.001123138,0.000347394
170,-0.000855132,0.00023482
170.1,-0.001131234,0.000366967
170.2,-0.000833742,0.000238737
170.3,-0.001132708,0.00034413
170.4,-0.000867099,0.000246433
170.5,-0.001120888,0.000352713
170.6,-0.000891582,0.000259508
170.7,-0.001078587,0.000337618
170.8,-0.000919794,0.000281868
170.9,-0.001010587,0.000278515
171,-0.00098313,0.000297416
171.1,-0.000939147,0.000269013
171.2,-0.001057404,0.00032017
171.3,-0.000889185,0.000251541
171.4,-0.001061175,0.000336504
171.5,-0.000820794,0.000228644
171.6,-0.001121614,0.000325645
171.7,-0.000820801,0.000226668
171.8,-0.001139191,0.000334314
171.9,-0.000841471,0.000228103
172,-0.001084798,0.000327641
172.1,-0.000841768,0.000222342
172.2,-0.001073776,0.000302088
172.3,-0.000887731,0.000231445
172.4,-0.001021358,0.000280218
172.5,-0.000943686,0.000250605
172.6,-0.000951866,0.000259175
172.7,-0.000990237,0.000287826
172.8,-0.000907182,0.000230136
172.9,-0.001083378,0.000303334
173,-0.000870226,0.000218735
173.1,-0.001107483,0.000323835
173.2,-0.000817852,0.000212157
173.3,-0.001137601,0.000349562
173.4,-0.000830464,0.00022385
173.5,-0.001141577,0.000325136
173.6,-0.000842445,0.000223754
173.7,-0.001120755,0.00032236
173.8,-0.00090191,0.000247488
173.9,-0.001087752,0.000318087
174,-0.000973392,0.000270086
174.1,-0.001023466,0.000270884
174.2,-0.001033919,0.000294504
174.3,-0.000992739,0.000267897
174.4,-0.001110323,0.000317644
174.5,-0.000924573,0.000254382
174.6,-0.001129578,0.000334809
174.7,-0.000886293,0.000236705
174.8,-0.001188615,0.000347463
174.9,-0.000867512,0.00023251
175,-0.001178455,0.000355204
175.1,-0.000893883,0.000254332
175.2,-0.001123802,0.000353008
175.3,-0.000884794,0.000259349
175.4,-0.001098811,0.000325964
175.5,-0.000964779,0.000273618
175.6,-0.001071119,0.000309278
175.7,-0.001014401,0.000285235
175.8,-0.000990289,0.000274293
175.9,-0.001037809,0.000316073
176,-0.000942552,0.000249986
176.1,-0.00111746,0.000316257
176.2,-0.0008913,0.00023787
176.3,-0.001173252,0.000344107
176.4,-0.000867718,0.000222286
176.5,-0.001160003,0.000364791
176.6,-0.000852773,0.00023557
176.7,-0.001150247,0.000343415
176.8,-0.000871034,0.000249082
176.9,-0.001122525,0.000358164
177,-0.000895971,0.000275138
177.1,-0.001073777,0.000336547
177.2,-0.000960632,0.000308898
177.3,-0.000992313,0.000281858
177.4,-0.001010991,0.00030144
177.5,-0.000930583,0.000264955
177.6,-0.001087791,0.000325996
177.7,-0.000859043,0.000226684
177.8,-0.001080079,0.000336355
177.9,-0.000813605,0.000209607
178,-0.001130651,0.000333519
178.1,-0.000823067,0.000217331
178.2,-0.001143238,0.000344407
178.3,-0.000855065,0.000233764
178.4,-0.001117361,0.000338584
178.5,-0.000875085,0.000243795
178.6,-0.001071724,0.000305522
178.7,-0.000968178,0.000265449
178.8,-0.001057009,0.000294596
178.9,-0.001028366,0.000292992
179,-0.001005298,0.000271746
179.1,-0.001065613,0.00032267
179.2,-0.000943047,0.00025883
179.3,-0.001139251,0.000342619
179.4,-0.000889627,0.000247129
179.5,-0.001144405,0.000353191
179.6,-0.000865323,0.000244207
179.7,-0.00114188,0.000364568
179.8,-0.000853473,0.000237991
179.9,-0.001161784,0.000341758
180,-0.000902747,0.000238533
180.1,-0.001149925,0.000329504
180.2,-0.000937525,0.000252771
180.3,-0.001086785,0.000314708
180.4,-0.000954182,0.000272218
180.5,-0.00103648,0.000270322
180.6,-0.001056091,0.000307222
180.7,-0.000962203,0.00026015
180.8,-0.001113044,0.000334556
180.9,-0.000916105,0.000259109
181,-0.001140324,0.000361796
181.1,-0.000883244,0.000242955
181.2,-0.001174694,0.000367831
181.3,-0.000865257,0.000249492
181.4,-0.001170203,0.000376926
181.5,-0.000883146,0.000271391
181.6,-0.001127558,0.000352624
181.7,-0.000902329,0.000277317
181.8,-0.001084702,0.000318922
181.9,-0.000945626,0.000278965
182,-0.00103666,0.000293646
182.1,-0.001027836,0.000307219
182.2,-0.000951282,0.000275296
182.3,-0.001060222,0.000316847
182.4,-0.000860687,0.000236463
182.5,-0.001116966,0.000321173
182.6,-0.00082935,0.000219905
182.7,-0.001146594,0.000329442
182.8,-0.000848501,0.000219348
182.9,-0.001157968,0.000345363
183,-0.000867229,0.000230934
183.1,-0.001149255,0.000321942
183.2,-0.000898033,0.000243911
183.3,-0.001109681,0.000311913
183.4,-0.000969859,0.000268119
183.5,-0.001045225,0.000301241
183.6,-0.00100233,0.000296954
183.7,-0.0010118,0.000273869
183.8,-0.00110575,0.000309729
183.9,-0.000977319,0.000260103
184,-0.001227103,0.000348383
184.1,-0.000936063,0.000244278
184.2,-0.001244001,0.000377293
184.3,-0.0009078,0.00023403
184.4,-0.001257964,0.000366846
184.5,-0.000963074,0.000247194
184.6,-0.001254703,0.000370567
184.7,-0.001007662,0.000271233
184.8,-0.001214927,0.000361905
184.9,-0.001087631,0.000308065
185,-0.001184071,0.00033399
185.1,-0.001156988,0.000318303
185.2,-0.001139791,0.000312838
185.3,-0.001246965,0.000358666
185.4,-0.001070133,0.000282954
185.5,-0.001304813,0.00038981
185.6,-0.000998658,0.000256524
185.7,-0.00133799,0.000389448
185.8,-0.001016594,0.000266934
185.9,-0.001370952,0.000408864
186,-0.00105118,0.000293319
186.1,-0.001338204,0.000403505
186.2,-0.001106763,0.000310034
186.3,-0.001270419,0.000364517
186.4,-0.001179551,0.0003388
186.5,-0.00120424,0.000337372
186.6,-0.001296082,0.000390712
186.7,-0.001118531,0.000309493
186.8,-0.001360507,0.00042757
186.9,-0.001092002,0.000293358
187,-0.001438874,0.000429422
187.1,-0.001081984,0.000287562
187.2,-0.001447492,0.000452246
187.3,-0.001110716,0.000300196
187.4,-0.00138934,0.000432128
187.5,-0.001155382,0.000335408
187.6,-0.001316388,0.000376465
187.7,-0.001246511,0.000365845
187.8,-0.001269988,0.000360409
187.9,-0.001362544,0.000408786
188,-0.00120871,0.00034382
188.1,-0.001416857,0.000439831
188.2,-0.001127882,0.000301456
188.3,-0.001494572,0.000461144
188.4,-0.001120851,0.000298296
188.5,-0.001475922,0.000451725
188.6,-0.001128685,0.000313768
188.7,-0.001439774,0.000436589
188.8,-0.001220149,0.000344021
188.9,-0.001411197,0.000408432
189,-0.001336158,0.000377618
189.1,-0.001314105,0.000369502
189.2,-0.001430534,0.000437433
189.3,-0.001236026,0.000342309
189.4,-0.001485456,0.000465761
189.5,-0.001154625,0.000308446
189.6,-0.001525988,0.000463362
189.7,-0.001172027,0.000312827
189.8,-0.001540071,0.000470612
189.9,-0.001239364,0.00033761
190,-0.001489657,0.000453245
190.1,-0.001313587,0.000391955
190.2,-0.001401779,0.00039894
190.3,-0.001436053,0.000418397
190.4,-0.001307647,0.000362426
190.5,-0.001528855,0.000465648
190.6,-0.00124096,0.000338373
190.7,-0.001561894,0.000489485
190.8,-0.001210907,0.000327571
190.9,-0.001592827,0.000481424
191,-0.00127857,0.000338371
191.1,-0.001581303,0.000466319
191.2,-0.001343003,0.000368537
191.3,-0.001487628,0.00044192
191.4,-0.001412148,0.000419875
191.5,-0.00136996,0.000369808
191.6,-0.001530134,0.000441086
191.7,-0.001302322,0.000346128
191.8,-0.00165639,0.00049589
191.9,-0.001293002,0.000328354
192,-0.001613919,0.000489391
192.1,-0.001278748,0.00034375
192.2,-0.001589795,0.000472869
192.3,-0.001361258,0.000367339
192.4,-0.001560874,0.000450957
192.5,-0.001464722,0.000418953
192.6,-0.001419432,0.000390403
192.7,-0.0015272,0.000464149
192.8,-0.001332336,0.00035964
192.9,-0.001642555,0.000490654
193,-0.001308272,0.000338482
193.1,-0.001706813,0.00051927
193.2,-0.001305407,0.000345698
193.3,-0.001646672,0.000504594
193.4,-0.001301761,0.000361985
193.5,-0.001535992,0.0004349
193.6,-0.001408508,0.0003868
193.7,-0.001456401,0.000411553
193.8,-0.001580169,0.00047155
193.9,-0.001353364,0.000365049
194,-0.001622704,0.000505392
194.1,-0.001259677,0.000325995
194.2,-0.001660755,0.000504759
194.3,-0.001275348,0.000331845
194.4,-0.00165334,0.000497403
194.5,-0.001349605,0.000364012
194.6,-0.001546978,0.000453134
194.7,-0.001445311,0.000415544
194.8,-0.001457049,0.000407129
194.9,-0.001523598,0.000447922
195,-0.00136674,0.000350096
195.1,-0.001652773,0.000485399
195.2,-0.001311943,0.000343365
195.3,-0.001673094,0.000526649
195.4,-0.00129609,0.000356537
195.5,-0.001600338,0.000475539
195.6,-0.001357652,0.000368768
195.7,-0.001601311,0.000477034
195.8,-0.001505016,0.000446541
195.9,-0.001491958,0.000426461
196,-0.001626702,0.00050514
196.1,-0.001358029,0.000379881
196.2,-0.001732322,0.000544495
196.3,-0.001344838,0.000368936
196.4,-0.001772446,0.000569484
196.5,-0.001387405,0.000393105
196.6,-0.001722372,0.000547689
196.7,-0.001455762,0.000441255
196.8,-0.001598513,0.000492148
196.9,-0.001643532,0.000499517
197,-0.001510728,0.000439007
197.1,-0.001767387,0.000563226
197.2,-0.001385543,0.000391647
197.3,-0.001809511,0.000588753
197.4,-0.001348431,0.000371714
197.5,-0.001825812,0.000567171
197.6,-0.001457375,0.000401788
197.7,-0.001756236,0.000533765
197.8,-0.00152723,0.000432322
197.9,-0.001631807,0.00049189
198,-0.00166715,0.000508535
198.1,-0.001497021,0.000421123
198.2,-0.001826489,0.000557097
198.3,-0.001476177,0.000391775
198.4,-0.001893642,0.000587432
198.5,-0.001469123,0.000395916
198.6,-0.001807877,0.000559701
198.7,-0.001476059,0.000408576
198.8,-0.001763676,0.00050567
198.9,-0.001663228,0.000480826
199,-0.001669918,0.000476524
199.1,-0.001749511,0.000534775
199.2,-0.001497567,0.000398761
199.3,-0.001901448,0.000607815
199.4,-0.001455976,0.000393563
199.5,-0.0018927,0.000573485
199.6,-0.001520565,0.00040125
199.7,-0.001836878,0.000550297
199.8,-0.001652402,0.000469954
199.9,-0.001705626,0.000498357
200,-0.001672564,0.000500144
200.1,-0.001556898,0.000418925
200.2,-0.00185542,0.000561437
200.3,-0.001533619,0.000402699
200.4,-0.001950698,0.000608555
200.5,-0.001507451,0.000404059
200.6,-0.001882915,0.000586579
200.7,-0.001557086,0.000432288
200.8,-0.001770029,0.000513893
200.9,-0.001710542,0.00049259
201,-0.001607138,0.000446271
201.1,-0.001914784,0.000594482
201.2,-0.001558323,0.000421186
201.3,-0.001911503,0.00060495
201.4,-0.00148037,0.000390996
201.5,-0.001920088,0.00058278
201.6,-0.00154572,0.000416438
201.7,-0.001858757,0.000552325
201.8,-0.001713912,0.000495439
201.9,-0.001694611,0.000489682
202,-0.001840383,0.000570799
202.1,-0.001571072,0.000427295
202.2,-0.001920786,0.000594837
202.3,-0.001538161,0.000399097
202.4,-0.001996454,0.000628794
202.5,-0.001551244,0.000415935
202.6,-0.001898356,0.000594362
202.7,-0.001675358,0.000480531
202.8,-0.001743274,0.000504136
202.9,-0.001829153,0.000537501
203,-0.001638544,0.000464327
203.1,-0.001924822,0.000596812
203.2,-0.001582546,0.000434047
203.3,-0.001976749,0.000637795
203.4,-0.001536432,0.000431315
203.5,-0.001925556,0.000610086
203.6,-0.001660726,0.000477929
203.7,-0.001827545,0.000555255
203.8,-0.001799661,0.000548823
203.9,-0.0016584,0.000477319
204,-0.00193788,0.000615152
204.1,-0.001542724,0.000412268
204.2,-0.002006985,0.000638091
204.3,-0.001588559,0.0004258
204.4,-0.001974037,0.000622477
204.5,-0.001638874,0.000460077
204.6,-0.001855099,0.000576895
204.7,-0.001798814,0.000545643
204.8,-0.001724386,0.000505386
204.9,-0.001898526,0.000576728
205,-0.001643318,0.000447953
205.1,-0.002038705,0.000664479
