t,P,Q
205.2,-0.00158131,0.000433731
205.3,-0.002001476,0.000634429
205.4,-0.001611281,0.000452317
205.5,-0.001880275,0.000558188
205.6,-0.001725048,0.000509104
205.7,-0.001784941,0.000517515
205.8,-0.001928066,0.00059518
205.9,-0.001668149,0.000462703
206,-0.002013331,0.000651311
206.1,-0.001567802,0.00042699
206.2,-0.001998623,0.000619597
206.3,-0.001629333,0.000441893
206.4,-0.001957002,0.000590797
206.5,-0.001801096,0.000531227
206.6,-0.001809495,0.00053189
206.7,-0.001880591,0.000587741
206.8,-0.0016402,0.000451063
206.9,-0.002045536,0.000641655
207,-0.001607251,0.000427189
207.1,-0.002080118,0.000658468
207.2,-0.001650752,0.000453849
207.3,-0.001984932,0.000623661
207.4,-0.001710081,0.000501439
207.5,-0.001811472,0.000531078
207.6,-0.001898941,0.000558004
207.7,-0.001694771,0.000474233
207.8,-0.002047524,0.000641348
207.9,-0.001636786,0.000440534
208,-0.002051964,0.000661745
208.1,-0.00161843,0.000440113
208.2,-0.001955481,0.000597843
208.3,-0.001760418,0.000506558
208.4,-0.001851533,0.000560445
208.5,-0.001927161,0.000606268
208.6,-0.001684556,0.000479988
208.7,-0.002036236,0.000661966
208.8,-0.001572366,0.000423611
208.9,-0.002039192,0.000642066
209,-0.00159009,0.000432244
209.1,-0.002017409,0.000626917
209.2,-0.001754556,0.000509246
209.3,-0.001850469,0.000568582
209.4,-0.001872073,0.00059339
209.5,-0.001677778,0.000486257
209.6,-0.002024974,0.000646244
209.7,-0.001639853,0.000458027
