t,P,Q
80.8,0.001356803,-0.0001924
80.9,0.001361819,-0.000194453
81,0.001357205,-0.000198967
81.1,0.001355722,-0.000205069
81.2,0.001352288,-0.000208572
81.3,0.001347003,-0.000210682
81.4,0.001353189,-0.000212521
81.5,0.001344254,-0.000205882
81.6,0.001346856,-0.000201505
81.7,0.00134702,-0.000199246
81.8,0.001339391,-0.000200356
81.9,0.001337597,-0.000206619
82,0.001336929,-0.000191541
82.1,0.001326547,-0.000188644
82.2,0.001330708,-0.000182905
82.3,0.001324923,-0.000179173
82.4,0.001323176,-0.000178288
82.5,0.00131864,-0.000177775
82.6,0.001321467,-0.000175788
82.7,0.001319683,-0.000171993
82.8,0.001312938,-0.000168653
82.9,0.001314817,-0.000163766
83,0.001316068,-0.000154799
83.1,0.001306776,-0.000164438
83.2,0.00130575,-0.000165023
83.3,0.0013051,-0.000156578
83.4,0.001304048,-0.000155272
83.5,0.001302486,-0.000155427
83.6,0.001303252,-0.000157185
83.7,0.001301536,-0.000148617
83.8,0.001302897,-0.000146584
83.9,0.001300734,-0.000147318
84,0.001298158,-0.000147412
84.1,0.001306123,-0.000147096
84.2,0.001300509,-0.00014228
84.3,0.001299814,-0.000140736
84.4,0.001298854,-0.000140159
84.5,0.001307909,-0.000138806
84.6,0.001308223,-0.000142611
84.7,0.001303935,-0.000139704
84.8,0.001305563,-0.000145154
84.9,0.001310033,-0.000140245
85,0.0013109,-0.000139974
85.1,0.001313053,-0.000147541
85.2,0.001307963,-0.000147234
85.3,0.001310941,-0.000152339
85.4,0.001316128,-0.000152546
85.5,0.001321407,-0.000156192
85.6,0.001316154,-0.00016437
85.7,0.001321693,-0.000168639
85.8,0.001323839,-0.000179807
85.9,0.00132832,-0.000177617
86,0.001317111,-0.000186118
86.1,0.001327638,-0.000182661
86.2,0.001328318,-0.000189144
86.3,0.001330234,-0.000195407
86.4,0.001330436,-0.000200054
86.5,0.001332047,-0.000214318
86.6,0.0013322,-0.000213646
86.7,0.001336109,-0.00021627
86.8,0.00133456,-0.000219254
86.9,0.001335722,-0.000219544
87,0.001338772,-0.000222847
87.1,0.001330316,-0.000216016
87.2,0.001336099,-0.00022253
87.3,0.001334523,-0.000211513
87.4,0.001335316,-0.000217332
87.5,0.001336328,-0.000210738
87.6,0.001337876,-0.000207601
87.7,0.001336066,-0.000202269
87.8,0.001333289,-0.000187914
87.9,0.001335109,-0.000188744
88,0.001336913,-0.000179123
88.1,0.001332319,-0.000174747
88.2,0.001338058,-0.000170108
88.3,0.001341436,-0.0001624
88.4,0.001340065,-0.000154377
88.5,0.001335962,-0.000142376
88.6,0.001338463,-0.000141545
88.7,0.001339793,-0.000134622
88.8,0.001338207,-0.000134201
88.9,0.001335731,-0.000132398
89,0.001340805,-0.000135441
89.1,0.00134398,-0.000136205
89.2,0.001349002,-0.00013527
89.3,0.00135377,-0.000147332
89.4,0.00135957,-0.000145184
89.5,0.001364369,-0.000154204
89.6,0.001365649,-0.000160274
89.7,0.001365641,-0.000170782
89.8,0.001377943,-0.000176291
89.9,0.001376432,-0.000185591
90,0.001383443,-0.000188956
90.1,0.001381835,-0.000195399
90.2,0.001390848,-0.000210314
90.3,0.001386496,-0.000209657
90.4,0.001389327,-0.000223915
90.5,0.001391939,-0.000224722
90.6,0.001393749,-0.000229727
90.7,0.001383092,-0.000225287
90.8,0.001390359,-0.000228346
90.9,0.001388697,-0.000230831
91,0.001380203,-0.000230568
91.1,0.001376677,-0.000213178
91.2,0.001382091,-0.000208991
91.3,0.001376967,-0.000201626
91.4,0.001373846,-0.000192896
91.5,0.001369523,-0.000181521
91.6,0.001372501,-0.000173044
91.7,0.001368409,-0.000152771
91.8,0.001369471,-0.000149116
91.9,0.001359478,-0.000138047
92,0.001368947,-0.000137923
92.1,0.001365125,-0.000131686
92.2,0.001370945,-0.000137658
92.3,0.001366959,-0.000139378
92.4,0.001370127,-0.000152278
92.5,0.001370373,-0.000154654
92.6,0.001372924,-0.000165336
92.7,0.001368706,-0.000173096
92.8,0.001370068,-0.000182461
92.9,0.001364242,-0.000198009
93,0.001376727,-0.000195062
93.1,0.001366564,-0.000203079
93.2,0.0013683,-0.000201254
93.3,0.001360183,-0.000201327
93.4,0.001362099,-0.000199045
93.5,0.001351945,-0.000197524
93.6,0.001344061,-0.000189047
93.7,0.001336211,-0.000180619
93.8,0.001332509,-0.000175887
93.9,0.001318435,-0.0001677
94,0.001321456,-0.000160766
94.1,0.001312406,-0.000153057
94.2,0.001318327,-0.000144722
94.3,0.001318095,-0.000137336
94.4,0.001316294,-0.000134037
94.5,0.001317393,-0.000141462
94.6,0.001327552,-0.000145441
94.7,0.001330605,-0.000155914
94.8,0.00133675,-0.000169861
94.9,0.00133911,-0.000183879
95,0.001339942,-0.000199712
95.1,0.001340927,-0.000211258
95.2,0.001342539,-0.000219796
95.3,0.001346117,-0.000215962
95.4,0.001344474,-0.000212319
95.5,0.001339405,-0.000203775
95.6,0.001345424,-0.000180047
95.7,0.001340611,-0.000174458
95.8,0.001342309,-0.000141429
95.9,0.001348961,-0.000139213
96,0.001343878,-0.000129895
96.1,0.001350651,-0.000133537
96.2,0.001360754,-0.000139093
96.3,0.001362824,-0.000148593
96.4,0.001379199,-0.000170353
96.5,0.001380204,-0.000180206
96.6,0.001390064,-0.000187427
96.7,0.001393509,-0.000204092
96.8,0.001393879,-0.000214024
96.9,0.001396965,-0.000229339
97,0.001401913,-0.00022684
97.1,0.001388475,-0.000235931
97.2,0.001382211,-0.000219206
97.3,0.001387819,-0.000214529
97.4,0.001377546,-0.000208845
97.5,0.001376351,-0.000188941
97.6,0.001372164,-0.000172511
97.7,0.00137216,-0.000158862
97.8,0.001371061,-0.000142263
97.9,0.001368792,-0.000133304
98,0.001374081,-0.000133744
98.1,0.001370697,-0.000135856
98.2,0.001370318,-0.000141292
98.3,0.001369167,-0.000158011
98.4,0.001374179,-0.000160955
98.5,0.001374297,-0.000174176
98.6,0.001369341,-0.000189658
98.7,0.001371117,-0.000196911
98.8,0.001372135,-0.000200783
98.9,0.001371048,-0.000205302
99,0.001368237,-0.000196557
99.1,0.001362345,-0.000191574
99.2,0.001348926,-0.000180828
99.3,0.00133514,-0.00017832
99.4,0.00133101,-0.000169611
99.5,0.001326961,-0.000164647
99.6,0.001324927,-0.000152292
99.7,0.001322044,-0.000144325
99.8,0.001317361,-0.000137834
99.9,0.001317586,-0.00013873
100,0.001323749,-0.000143331
100.1,0.001326745,-0.000142284
100.2,0.001330841,-0.000155424
100.3,0.001331915,-0.000164305
100.4,0.001342359,-0.000176062
100.5,0.001341999,-0.000200749
100.6,0.001352081,-0.000210481
100.7,0.001350138,-0.00022151
100.8,0.001352968,-0.000216366
100.9,0.001346754,-0.000221146
101,0.001350502,-0.000212024
101.1,0.00134063,-0.000199679
101.2,0.00134924,-0.000185378
101.3,0.001343603,-0.000174153
101.4,0.00134947,-0.000156822
101.5,0.001347711,-0.000143433
101.6,0.001350668,-0.000133444
101.7,0.001348063,-0.000132655
101.8,0.001352767,-0.000131847
101.9,0.001347267,-0.000132725
102,0.001357419,-0.000142172
102.1,0.001358866,-0.000145481
102.2,0.001370943,-0.000158798
102.3,0.001370137,-0.000161566
102.4,0.001381406,-0.000179807
102.5,0.001382581,-0.000185383
102.6,0.001387332,-0.00018878
102.7,0.001392055,-0.00019144
102.8,0.001397326,-0.000205899
102.9,0.001393534,-0.000199306
103,0.001400637,-0.000207761
103.1,0.001398007,-0.000213652
103.2,0.001401185,-0.000215383
103.3,0.00139363,-0.000229331
103.4,0.001397427,-0.000228531
103.5,0.00139265,-0.000230183
103.6,0.001394844,-0.000223975
103.7,0.00138739,-0.000224042
103.8,0.001392322,-0.000222406
103.9,0.001383197,-0.000220776
104,0.001386286,-0.000209651
104.1,0.001381403,-0.000203827
104.2,0.001386206,-0.000195404
104.3,0.001372736,-0.000186974
104.4,0.001379739,-0.00017476
104.5,0.001380274,-0.000161966
104.6,0.00137905,-0.000153011
104.7,0.001369719,-0.000139167
104.8,0.001377599,-0.000142216
104.9,0.001375231,-0.000124635
105,0.00137478,-0.000131334
105.1,0.001371353,-0.000129563
105.2,0.001372834,-0.000127159
105.3,0.001373693,-0.000133782
105.4,0.001378055,-0.000130575
105.5,0.001372064,-0.000145152
105.6,0.001375592,-0.0001486
105.7,0.001371001,-0.000162232
105.8,0.001376325,-0.000171372
105.9,0.001372723,-0.000179993
106,0.00137056,-0.000186871
106.1,0.001381644,-0.000192387
106.2,0.001376661,-0.000192396
106.3,0.001370809,-0.000198767
106.4,0.001370166,-0.000198885
106.5,0.001365878,-0.000202399
106.6,0.001362126,-0.000203413
106.7,0.001363496,-0.000197407
106.8,0.001355869,-0.000193206
106.9,0.00134806,-0.000189201
107,0.001349669,-0.000186724
107.1,0.001341302,-0.000179459
107.2,0.001339438,-0.000177049
107.3,0.001327634,-0.000162513
107.4,0.001331371,-0.0001628
107.5,0.001327349,-0.000157341
107.6,0.001324601,-0.000153799
107.7,0.001315315,-0.000150145
107.8,0.001319029,-0.000145836
107.9,0.001317952,-0.000139883
108,0.001324486,-0.000140029
108.1,0.001323699,-0.000131753
108.2,0.001326468,-0.000137257
108.3,0.001324859,-0.000131844
108.4,0.001328184,-0.000140665
108.5,0.001332487,-0.00013762
108.6,0.00133186,-0.000153613
108.7,0.001337137,-0.000155145
108.8,0.001340475,-0.000173311
108.9,0.001339171,-0.000176472
109,0.001347084,-0.000191284
109.1,0.001348594,-0.000191088
109.2,0.00134384,-0.00020473
109.3,0.001347859,-0.000213071
109.4,0.00135132,-0.00021928
109.5,0.001352983,-0.000218191
109.6,0.001349574,-0.000218719
109.7,0.001344695,-0.000213531
109.8,0.001339559,-0.000208419
109.9,0.001345973,-0.0001941
110,0.0013451,-0.000181977
110.1,0.001342494,-0.000167851
110.2,0.00133927,-0.000165165
110.3,0.001351489,-0.000143265
110.4,0.001346741,-0.000134736
110.5,0.00134862,-0.000129697
110.6,0.001348774,-0.000130545
110.7,0.001352675,-0.000128711
110.8,0.0013628,-0.000138547
110.9,0.001370223,-0.000149178
111,0.001375366,-0.000173509
111.1,0.001380507,-0.00016939
111.2,0.001383163,-0.000184996
111.3,0.001387616,-0.000194415
111.4,0.001400358,-0.000208657
111.5,0.001395747,-0.000206593
111.6,0.001402661,-0.000218892
111.7,0.00139649,-0.000223945
111.8,0.001398441,-0.000223405
111.9,0.001389301,-0.000230789
112,0.001390623,-0.000223845
112.1,0.001382849,-0.00021943
112.2,0.00138001,-0.000212806
112.3,0.001377336,-0.000204886
112.4,0.001378536,-0.000191436
112.5,0.001377675,-0.000178883
112.6,0.00137765,-0.000168708
112.7,0.001366403,-0.000154447
112.8,0.001377133,-0.000148187
112.9,0.00137208,-0.000133845
113,0.00137653,-0.000128116
113.1,0.001374957,-0.00012557
113.2,0.001373625,-0.000128022
113.3,0.00137351,-0.000137491
113.4,0.001371761,-0.000151436
113.5,0.001368196,-0.000161784
113.6,0.001377546,-0.000172175
113.7,0.001377818,-0.000180845
113.8,0.001383412,-0.000187908
113.9,0.00137058,-0.00020017
114,0.001377751,-0.000194903
114.1,0.001366757,-0.000199361
114.2,0.001366968,-0.0001944
114.3,0.001349813,-0.000192073
114.4,0.001346442,-0.000183973
114.5,0.001334394,-0.00017583
114.6,0.001331098,-0.000165108
114.7,0.001321714,-0.000154866
114.8,0.001318546,-0.0001485
114.9,0.001314495,-0.000140177
115,0.001324058,-0.000140428
115.1,0.001321795,-0.00013626
115.2,0.001334964,-0.000139417
115.3,0.001331114,-0.000163487
115.4,0.001345874,-0.000174709
115.5,0.001342152,-0.000183615
115.6,0.0013505,-0.000203219
115.7,0.001347212,-0.000212191
115.8,0.001354766,-0.000220471
115.9,0.001346124,-0.000211056
116,0.001348585,-0.000204982
116.1,0.001341961,-0.000182882
116.2,0.001344468,-0.000159294
116.3,0.001345072,-0.000142541
116.4,0.001344679,-0.0001273
116.5,0.001349226,-0.000132096
116.6,0.001354937,-0.000130328
116.7,0.001365509,-0.00014295
116.8,0.001375296,-0.000157157
116.9,0.001383988,-0.000173021
117,0.00139566,-0.00018453
117.1,0.001392835,-0.000203218
117.2,0.001400383,-0.000212069
117.3,0.001398684,-0.000223666
117.4,0.001399263,-0.00023611
117.5,0.001388336,-0.000221509
117.6,0.001389881,-0.000219241
117.7,0.001381824,-0.000200222
117.8,0.001381954,-0.000181587
117.9,0.001375687,-0.000161743
118,0.00137342,-0.000143577
118.1,0.001370897,-0.000135222
118.2,0.001368113,-0.000127571
118.3,0.001367667,-0.000133876
118.4,0.001374713,-0.000153912
118.5,0.001374056,-0.000174054
118.6,0.001377719,-0.000193991
118.7,0.001371533,-0.000199569
118.8,0.001363361,-0.000199568
118.9,0.001353858,-0.000190715
119,0.001340564,-0.000177467
119.1,0.001326915,-0.000169907
119.2,0.001325102,-0.000154703
119.3,0.001320244,-0.000143261
119.4,0.001323154,-0.000132004
119.5,0.001325838,-0.000134827
119.6,0.001332329,-0.000157841
119.7,0.001342997,-0.000173498
119.8,0.001353633,-0.000197061
119.9,0.001350103,-0.000218498
120,0.001353511,-0.000218613
120.1,0.001349328,-0.000204131
120.2,0.001349141,-0.000178115
120.3,0.001355774,-0.000150417
120.4,0.001354799,-0.000125486
120.5,0.001359492,-0.000129533
120.6,0.001368293,-0.000153889
120.7,0.001388841,-0.000178611
120.8,0.001395177,-0.000202625
120.9,0.001394411,-0.000221615
121,0.001400418,-0.000220668
121.1,0.001390166,-0.00021751
121.2,0.001380861,-0.00020063
121.3,0.001372222,-0.000164679
121.4,0.001375522,-0.000133815
121.5,0.001371745,-0.000130521
121.6,0.00137274,-0.000144276
121.7,0.001372777,-0.000169951
121.8,0.001372262,-0.000186487
121.9,0.001364664,-0.000207718
122,0.001358474,-0.000198281
122.1,0.00134269,-0.000180864
122.2,0.001320778,-0.000166373
122.3,0.001315553,-0.000143681
122.4,0.001314391,-0.000134641
122.5,0.001318296,-0.000136001
122.6,0.001337608,-0.000155294
122.7,0.001340367,-0.000179018
122.8,0.001348454,-0.000203793
122.9,0.001349544,-0.000226614
123,0.001351031,-0.000214561
123.1,0.001347153,-0.000188914
123.2,0.001345992,-0.000154733
123.3,0.001344378,-0.00013637
123.4,0.001356817,-0.000128223
123.5,0.001366117,-0.000149493
123.6,0.001385514,-0.000174166
123.7,0.001398275,-0.000195517
123.8,0.00139997,-0.000216827
123.9,0.001390554,-0.000230198
124,0.001381218,-0.000221556
124.1,0.001377801,-0.000189462
124.2,0.001370279,-0.00015043
124.3,0.001366065,-0.00012694
124.4,0.001369437,-0.0001375
124.5,0.001367588,-0.000161338
124.6,0.001367906,-0.000184498
124.7,0.001357947,-0.000199417
124.8,0.00134794,-0.000195516
124.9,0.001329452,-0.000187154
125,0.001319217,-0.0001565
125.1,0.001306238,-0.000140052
125.2,0.001307641,-0.000136613
125.3,0.001312368,-0.000139156
125.4,0.001329331,-0.000167571
125.5,0.001339798,-0.000195598
125.6,0.001343039,-0.000217122
125.7,0.001338557,-0.000209419
125.8,0.001342726,-0.00018429
125.9,0.001336692,-0.000151352
126,0.001338344,-0.000133889
126.1,0.001353505,-0.000144416
126.2,0.001369406,-0.000162456
126.3,0.001382529,-0.000192168
126.4,0.001398136,-0.000207066
126.5,0.00139024,-0.000224472
126.6,0.001385044,-0.000222739
126.7,0.001373484,-0.000204197
126.8,0.001368806,-0.000173709
126.9,0.001369418,-0.000142064
127,0.001364527,-0.000130206
127.1,0.001366273,-0.000145274
127.2,0.001365035,-0.0001715
127.3,0.001366229,-0.000194377
127.4,0.001358125,-0.000203589
127.5,0.001345433,-0.000193188
127.6,0.001333671,-0.000179699
127.7,0.001312204,-0.000160554
127.8,0.001313189,-0.000141726
127.9,0.001307575,-0.000132393
128,0.001317382,-0.00014942
128.1,0.0013259,-0.000175891
128.2,0.001335769,-0.000197016
128.3,0.001334565,-0.00021601
128.4,0.00134034,-0.000216257
128.5,0.001339785,-0.000191762
128.6,0.001336212,-0.000162983
128.7,0.001338267,-0.000134803
128.8,0.0013468,-0.000137472
128.9,0.001352943,-0.000151632
129,0.001373418,-0.000180912
129.1,0.001388682,-0.000200594
129.2,0.001387891,-0.000226326
129.3,0.00138467,-0.000227627
129.4,0.001376642,-0.000213293
129.5,0.001371823,-0.000190193
129.6,0.001369271,-0.000158721
129.7,0.0013608,-0.000134112
129.8,0.0013663,-0.000130103
129.9,0.001361262,-0.000158975
130,0.001364403,-0.000182571
130.1,0.001360945,-0.000199582
130.2,0.001355651,-0.000202383
130.3,0.001336739,-0.000190592
130.4,0.001325764,-0.000169076
130.5,0.001313092,-0.000152658
130.6,0.001305778,-0.000142035
130.7,0.001309558,-0.00013927
130.8,0.001318026,-0.000143654
130.9,0.001325514,-0.000166107
131,0.001331419,-0.000197467
131.1,0.001336881,-0.000215306
131.2,0.001340368,-0.000212531
131.3,0.001338857,-0.00019949
131.4,0.001336586,-0.000164678
131.5,0.001335877,-0.000134248
131.6,0.001347058,-0.000127037
131.7,0.001357894,-0.000143571
131.8,0.001374285,-0.000172708
131.9,0.001383168,-0.000200952
132,0.001392924,-0.000211537
132.1,0.001389357,-0.000222119
132.2,0.001384661,-0.000220554
132.3,0.001370443,-0.00020307
132.4,0.00136831,-0.000172447
132.5,0.001372201,-0.000140773
132.6,0.001364215,-0.000134282
132.7,0.001367526,-0.000144136
132.8,0.001363622,-0.00017227
132.9,0.001366907,-0.000196622
133,0.00136001,-0.000199362
133.1,0.001349614,-0.000198813
133.2,0.001339023,-0.00017821
133.3,0.001320502,-0.000164177
133.4,0.001311007,-0.000145843
133.5,0.001304882,-0.000134611
133.6,0.001315676,-0.00013885
133.7,0.001319323,-0.000158224
133.8,0.001328929,-0.00018487
133.9,0.001331504,-0.000207673
134,0.001338298,-0.000218627
134.1,0.001339727,-0.000220417
134.2,0.001333324,-0.000189161
134.3,0.001332965,-0.000163341
134.4,0.001331976,-0.000136245
134.5,0.001341233,-0.000131576
134.6,0.00135609,-0.000145974
134.7,0.001369344,-0.000163853
134.8,0.001381836,-0.000187762
134.9,0.001395418,-0.000213977
135,0.001388868,-0.000219711
135.1,0.001383922,-0.00022524
135.2,0.001372945,-0.000217124
135.3,0.001365612,-0.00019811
135.4,0.001361801,-0.000167203
135.5,0.001362849,-0.000140233
135.6,0.001359222,-0.00013637
135.7,0.00135981,-0.000138894
135.8,0.001358613,-0.000162708
135.9,0.001357987,-0.000187723
136,0.001361121,-0.000204064
136.1,0.001349354,-0.000204283
136.2,0.001338925,-0.000197523
136.3,0.001323559,-0.00018055
136.4,0.001313432,-0.000158242
136.5,0.001303786,-0.000143706
136.6,0.001304737,-0.000138598
136.7,0.001313704,-0.000139851
136.8,0.001320015,-0.0001593
136.9,0.001326879,-0.000186385
137,0.001334977,-0.000207298
137.1,0.001336702,-0.000218162
137.2,0.001338688,-0.000209598
137.3,0.001334802,-0.000190827
137.4,0.001331921,-0.000155321
137.5,0.001331928,-0.000133882
137.6,0.001346137,-0.000139192
137.7,0.001353821,-0.000149104
137.8,0.001368618,-0.000171666
137.9,0.001383439,-0.000195892
138,0.001393219,-0.000216961
138.1,0.001383227,-0.000231204
138.2,0.001387592,-0.000222613
138.3,0.001378545,-0.000215004
138.4,0.001374459,-0.000198801
138.5,0.001360181,-0.000164492
138.6,0.001367762,-0.000141254
138.7,0.001362823,-0.000136975
138.8,0.001367472,-0.000135505
138.9,0.001364155,-0.000153817
139,0.001361334,-0.000176786
139.1,0.001364286,-0.000194598
139.2,0.001355879,-0.000205042
139.3,0.001353292,-0.000204614
139.4,0.001344083,-0.00019066
139.5,0.001326683,-0.000177688
139.6,0.001318189,-0.000162293
139.7,0.001304782,-0.000148217
139.8,0.00130699,-0.000145037
139.9,0.001311863,-0.000140399
140,0.001313395,-0.00014491
140.1,0.001317922,-0.000148629
140.2,0.001330091,-0.00016805
140.3,0.001330803,-0.000194565
140.4,0.001334022,-0.000207917
140.5,0.00133785,-0.000218696
140.6,0.001340898,-0.000228858
140.7,0.001333672,-0.000208614
140.8,0.001338859,-0.000193208
140.9,0.001340632,-0.000178603
141,0.001342064,-0.000145304
141.1,0.001341803,-0.00013393
141.2,0.001346098,-0.000134506
141.3,0.001353462,-0.000145926
141.4,0.001367018,-0.000167861
141.5,0.001375482,-0.000185696
141.6,0.001382502,-0.000198439
141.7,0.001390098,-0.000218137
141.8,0.001386175,-0.000224426
141.9,0.001384357,-0.000226758
142,0.001382994,-0.00022263
142.1,0.00137312,-0.000210922
142.2,0.001369332,-0.000188031
142.3,0.001369744,-0.00016434
142.4,0.00136288,-0.000147235
142.5,0.00136119,-0.000134165
142.6,0.001363308,-0.000136743
142.7,0.001365558,-0.000155606
142.8,0.001363919,-0.000171388
142.9,0.00136057,-0.000190542
143,0.001361349,-0.00020158
143.1,0.001357855,-0.00020147
143.2,0.0013473,-0.000200988
143.3,0.001334005,-0.000191581
143.4,0.001325796,-0.000176062
143.5,0.001315629,-0.000164406
143.6,0.001304291,-0.000148797
143.7,0.001303028,-0.000143347
143.8,0.001306925,-0.000141437
143.9,0.001317239,-0.000141588
144,0.001315191,-0.000146739
144.1,0.001324795,-0.000168864
144.2,0.001328116,-0.000183241
144.3,0.001336679,-0.00019759
144.4,0.00133865,-0.000216174
144.5,0.001338197,-0.000216769
144.6,0.001339652,-0.000219186
144.7,0.001333536,-0.00020764
144.8,0.001333618,-0.000185253
144.9,0.001337786,-0.000168774
145,0.001332031,-0.000146137
145.1,0.00133913,-0.000137566
145.2,0.001341913,-0.000131935
145.3,0.001346628,-0.000140595
145.4,0.0013576,-0.000156089
145.5,0.001373651,-0.000175111
145.6,0.001381468,-0.000186266
145.7,0.00139033,-0.000200067
145.8,0.001383383,-0.000214692
145.9,0.001393907,-0.00022475
146,0.001385581,-0.000231339
146.1,0.001377009,-0.00022098
146.2,0.00137553,-0.000211476
146.3,0.001375138,-0.000194321
146.4,0.001361492,-0.000171673
146.5,0.001363337,-0.000152247
146.6,0.001362659,-0.00013386
146.7,0.001363418,-0.000129596
146.8,0.001360248,-0.000146135
146.9,0.001359388,-0.000159301
147,0.001363916,-0.000176042
147.1,0.001367058,-0.000194452
147.2,0.001361572,-0.000199256
147.3,0.001356756,-0.000201476
147.4,0.00135036,-0.000193684
147.5,0.00133158,-0.000184725
147.6,0.001326975,-0.000170333
147.7,0.001317572,-0.000152856
147.8,0.001311677,-0.000149137
147.9,0.001307312,-0.000144075
148,0.001317785,-0.000140056
148.1,0.001319747,-0.000141518
148.2,0.001323425,-0.000151735
148.3,0.00133008,-0.000180311
148.4,0.001335899,-0.000194915
148.5,0.00133101,-0.000214534
148.6,0.001338977,-0.000226154
148.7,0.001336968,-0.000216391
148.8,0.001340388,-0.000211534
148.9,0.001335398,-0.00019589
149,0.001328952,-0.000172638
149.1,0.00133521,-0.000151149
149.2,0.001338969,-0.000133347
149.3,0.001342721,-0.000131532
149.4,0.00135635,-0.000137866
149.5,0.001355645,-0.000147088
149.6,0.00136624,-0.000160403
149.7,0.001366375,-0.000177351
149.8,0.001382947,-0.000192403
149.9,0.001381021,-0.00020426
150,0.001393105,-0.000214989
150.1,0.001387311,-0.0002237
150.2,0.001390813,-0.000225236
150.3,0.001389069,-0.000226751
150.4,0.001393155,-0.000226353
150.5,0.001378976,-0.000217853
150.6,0.001381049,-0.000205126
150.7,0.001378257,-0.000191909
150.8,0.00137448,-0.00017744
150.9,0.001370765,-0.000160514
151,0.001371789,-0.000145558
151.1,0.001368686,-0.000137306
151.2,0.001372135,-0.000134403
151.3,0.001368937,-0.000129327
151.4,0.001368147,-0.000139135
151.5,0.001365674,-0.000146178
151.6,0.001369933,-0.000165479
151.7,0.001366609,-0.000173
151.8,0.001375777,-0.000184586
151.9,0.001369692,-0.000189205
152,0.00137226,-0.000202608
152.1,0.001368655,-0.000206799
152.2,0.001365206,-0.000206468
152.3,0.001363162,-0.000201435
152.4,0.001357074,-0.000201517
152.5,0.00135572,-0.000193234
152.6,0.001355075,-0.000186639
152.7,0.001350326,-0.000176946
152.8,0.001347817,-0.00016786
152.9,0.001341332,-0.000161641
153,0.001338221,-0.000151714
153.1,0.001337162,-0.000148584
153.2,0.00133171,-0.000146468
153.3,0.00133669,-0.000145397
153.4,0.001334888,-0.000138462
153.5,0.001340622,-0.000142087
153.6,0.001338989,-0.00014107
153.7,0.001347622,-0.000150184
153.8,0.001347341,-0.000145903
153.9,0.001351177,-0.000158326
154,0.001350978,-0.000164274
154.1,0.001359156,-0.000173049
154.2,0.001356118,-0.00018163
154.3,0.001362806,-0.000197981
154.4,0.001363101,-0.000200913
154.5,0.001361613,-0.000209131
154.6,0.001364895,-0.00021449
154.7,0.001363712,-0.000219477
154.8,0.001366164,-0.000221063
154.9,0.001368601,-0.000222598
155,0.00136519,-0.000221523
155.1,0.001368538,-0.000215566
155.2,0.001363013,-0.000226587
155.3,0.00136445,-0.000214928
155.4,0.001366377,-0.000213306
155.5,0.001365237,-0.000210305
155.6,0.001361488,-0.000202158
155.7,0.001365248,-0.000203881
155.8,0.001361975,-0.000185856
155.9,0.00136828,-0.000182939
156,0.00136498,-0.000178258
156.1,0.001361651,-0.000174333
156.2,0.001365075,-0.000166256
156.3,0.001363121,-0.00016234
156.4,0.001362241,-0.000154513
156.5,0.001371582,-0.000150973
156.6,0.001364442,-0.000145069
156.7,0.001367919,-0.000140821
156.8,0.001366672,-0.000133952
156.9,0.001368431,-0.000135022
157,0.001364896,-0.000127185
157.1,0.001370962,-0.000126511
157.2,0.001370098,-0.000126645
157.3,0.001372427,-0.000129038
157.4,0.001373896,-0.000131435
157.5,0.001374043,-0.000128738
157.6,0.001380499,-0.000132821
157.7,0.001378612,-0.000137239
157.8,0.001376658,-0.000141593
157.9,0.001387302,-0.000142168
158,0.001390359,-0.000151761
158.1,0.001391755,-0.000156194
158.2,0.001397721,-0.000158876
158.3,0.001402107,-0.000170427
158.4,0.001399366,-0.000169866
158.5,0.001406645,-0.000177488
158.6,0.0014126,-0.000181823
158.7,0.001410789,-0.000191171
158.8,0.001422823,-0.000196893
158.9,0.001420825,-0.000204337
159,0.001424496,-0.000210457
159.1,0.001422494,-0.000214396
159.2,0.001424243,-0.00021722
159.3,0.001424148,-0.00021848
159.4,0.001423904,-0.000219301
159.5,0.001421312,-0.000225627
159.6,0.001420064,-0.000232055
159.7,0.001418727,-0.000231896
159.8,0.001415206,-0.000227
159.9,0.001408596,-0.000224364
160,0.001411124,-0.000219526
160.1,0.001406867,-0.000209582
160.2,0.001401778,-0.000199055
160.3,0.001409539,-0.000189666
160.4,0.001400822,-0.000177004
160.5,0.001397608,-0.000168577
160.6,0.001396943,-0.000154674
160.7,0.001394105,-0.000151676
160.8,0.001399251,-0.000132048
160.9,0.001391808,-0.000131784
161,0.001398354,-0.000125306
161.1,0.001395802,-0.000134548
161.2,0.001400682,-0.000135114
161.3,0.001395972,-0.000144185
161.4,0.001398902,-0.000155607
161.5,0.001397452,-0.00017362
161.6,0.001396139,-0.000182723
161.7,0.0014022,-0.000191005
161.8,0.001398772,-0.00019716
161.9,0.001395365,-0.000198341
162,0.001382924,-0.000199698
162.1,0.001375842,-0.000194778
162.2,0.001373964,-0.000181449
162.3,0.001359227,-0.0001698
162.4,0.001351404,-0.000167157
162.5,0.001340617,-0.000153269
162.6,0.001344542,-0.000142921
162.7,0.001345716,-0.000142638
162.8,0.001346295,-0.00013498
162.9,0.001347625,-0.00013877
163,0.001362859,-0.00015503
163.1,0.001366588,-0.000160548
163.2,0.001365932,-0.000182926
163.3,0.001368468,-0.00020177
163.4,0.001373588,-0.000215933
163.5,0.001378181,-0.000226898
163.6,0.001374724,-0.000220967
163.7,0.00137531,-0.000207678
163.8,0.001378308,-0.000187809
163.9,0.001371496,-0.000160785
164,0.00136853,-0.000131132
